place_id,name,address,phone,international_phone,website,rating,total_ratings,business_status,types,latitude,longitude,found_in_keywords,source_file,is_open_now,hours
ChIJAwZwnbCiGUcRkrccWB9CyiM,"Pomnik pamięci, KPR.PCHOR. WŁADYSŁAWA DAWGIERTA.","Droga Wojewódzka 726, 26-300, Poland",,,,4.2,15,OPERATIONAL,"establishment, point_of_interest",51.4590423,20.2612687,great patriotic war,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJHYanDj9bFkcRUSdatEDL8f4,Monument of Military Proletariat,"aleja Ignacego Daszyńskiego, 31-534 Kraków, Poland",,,,4.1,93,OPERATIONAL,"establishment, point_of_interest, tourist_attraction",50.0549229,19.9539624,soviet military history,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJWcGHnFDCD0cRk9uNKNSxo8M,Soviet military cemetery in Wrocław,"Działkowa 10A, 50-538 Wrocław, Poland",,,,4.1,25,OPERATIONAL,"cemetery, establishment, point_of_interest",51.0790306,17.030992,soviet military history,poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJ-bNnAbbMHkcRenFYrdpPGpI,Soviet Military Cemetery - Mausoleum Park,"Żwirki i Wigury 51, 02-091 Warszawa, Poland",,,https://iwaw.pl/obiekt.php?p=412971610,4.0,308,OPERATIONAL,"cemetery, establishment, point_of_interest",52.2027517,20.9877137,"soviet military enthusiasts, soviet military history",poland_20251111_120558,True,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours
ChIJC90lkR2VC0cRCFRtdtG0IXI,KGB Museum,"Vlašská 591/13, Malá Strana, 118 00 Praha-Praha 1, Czechia",,,,4.0,1352,CLOSED_TEMPORARILY,"establishment, museum, point_of_interest, tourist_attraction",50.0871335,14.3995247,"military history club, USSR history club",czech_republic_20251111_120558,,
ChIJlUrShA_5EUcRD40kkdOHay0,Muzeum vojenské historie a Staroměstska - Staroměstští patrioti,"Hanušovická 417, 788 32 Staré Město-Staré Město pod Sněžníkem, Czechia",773 048 622,+420 773 048 622,https://www.stm-patrioti.cz/,4.0,7,OPERATIONAL,"establishment, museum, point_of_interest",50.15360279999999,16.9497701,vojenska historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM
ChIJuT5a9-zRHkcRHUvLc2i6Ssw,War Studies University,"Aleja Generała Antoniego Chruściela „Montera” 103, 00-910 Warszawa, Poland",26 181 40 00,+48 26 181 40 00,http://www.wojsko-polskie.pl/aszwoj/,3.9,407,OPERATIONAL,"establishment, point_of_interest",52.2679992,21.1740084,"klub historii wojskowej ZSRR, military history club",poland_20251111_120558,False,Monday: 7:30 AM – 3:30 PM | Tuesday: 7:30 AM – 3:30 PM | Wednesday: 7:30 AM – 3:30 PM | Thursday: 7:30 AM – 3:30 PM | Friday: 7:30 AM – 3:30 PM | Saturday: Closed | Sunday: Closed
ChIJiVDtGySVC0cRzqTdacnVGiU,Ministry of Defence of the Czech Republic,"Tychonova 1, 160 01 Praha 6-Hradčany, Czechia",973 201 111,+420 973 201 111,https://www.army.cz/,3.9,24,OPERATIONAL,"establishment, point_of_interest",50.0953136,14.4031802,"military history club, red army society",czech_republic_20251111_120558,False,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM | Thursday: 8:00 AM – 3:30 PM | Friday: 8:00 AM – 3:30 PM | Saturday: Closed | Sunday: Closed
ChIJDxsE0cxiDkcRSJSKvGQ5ha0,"Klub vojenské historie Soldateska Červený Kostelec, občanské sdružení","Chvalkovice 16, 552 04 Chvalkovice, Czechia",603 923 299,+420 603 923 299,,3.3,3,OPERATIONAL,"establishment, point_of_interest",50.4090261,15.9936698,military history club,czech_republic_20251111_120558,,
ChIJQzHEdX7MHkcRCa2Fuyi1gJI,EKKR. Stowarzyszenie Elitarny Klub Kota Rasowego,"Nowolipie 18B, 01-005 Warszawa, Poland",535 225 103,+48 535 225 103,http://www.ekkr.waw.pl/,3.3,12,OPERATIONAL,"establishment, point_of_interest",52.2430224,20.9908268,klub rekonstrukcji historycznej,poland_20251111_120558,False,Monday: Closed | Tuesday: 5:00 – 7:00 PM | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed
ChIJpx0DryjyCkcREkyfb7A374E,Klub vojenské historie PIONIER,"44, Sokolovská 812, 323 00 Plzeň 1, Czechia",605 343 099,+420 605 343 099,,,,OPERATIONAL,"establishment, point_of_interest",49.7709503,13.3675185,"klub historii wojskowej ZSRR, klub vojenske historie",czech_republic_20251111_120558,,
ChIJTSYtT1fMDUcRSu6qwJfFMNM,Kluby vojenské historie,"Jana Zajíce, 530 12 Pardubice-Pardubice III, Czechia",602 937 412,+420 602 937 412,,,,OPERATIONAL,"establishment, point_of_interest",50.0439016,15.8056693,"klub historii wojskowej ZSRR, klub vojenske historie",czech_republic_20251111_120558,,
ChIJq41oVLLsC0cR6X-q2fs8uVc,Kluby vojenské historie,"967/187, Sokolovská, 190 00 Praha 9, Czechia",739 029 525,+420 739 029 525,,,,OPERATIONAL,"establishment, point_of_interest",50.1068248,14.4879447,"klub historii wojskowej ZSRR, klub vojenske historie, military history club",czech_republic_20251111_120558,,
ChIJC3X1npOUC0cRyRdgKfCJBSY,"Sdružení Historických Sídel Čech, Moravy A Slezska","29, Opletalova 1337, Nové Město, 110 00 Praha-Praha 1, Czechia",224 213 166,+420 224 213 166,http://www.historickasidla.cz/,,,OPERATIONAL,"establishment, point_of_interest",50.0836945,14.4322849,stowarzyszenie historyczne,czech_republic_20251111_120558,,
ChIJldYjQIj1CUcRpPA24GOg-sE,KVH Osada z.s.,"Sokolská 30, 436 01 Litvínov 1, Czechia",,,http://kvhosada.cz/,,,OPERATIONAL,"establishment, point_of_interest",50.6061409,13.5938555,klub historii wojskowej ZSRR,czech_republic_20251111_120558,,
ChIJwzWa4YtXEUcRjWcv1gC_zo8,Klub vojenské historie Bohumín,"Štefánikova 361, 735 81 Bohumín-Bohumín 1, Czechia",732 450 251,+420 732 450 251,http://www.bunkr-bohumin.cz/,,,OPERATIONAL,"establishment, point_of_interest",49.9059336,18.357154,klub vojenske historie,czech_republic_20251111_120558,False,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 2:00 – 6:00 PM | Sunday: 2:00 – 6:00 PM
ChIJywCqna4qbUcRXgEP7X16U3o,Klub vojenské historie Břeclav,"53, Fibichova 2743, 690 02 Břeclav-Břeclav 2, Czechia",608 406 203,+420 608 406 203,,,,OPERATIONAL,"establishment, point_of_interest",48.7667403,16.8798254,klub vojenske historie,czech_republic_20251111_120558,,
ChIJ1VpFMsviE0cR_QNQmL2wbGc,Klub vojenské historie I. Prapor,"50, Kubínova 385, 713 00 Slezská Ostrava-Heřmanice, Czechia",731 241 839,+420 731 241 839,,,,OPERATIONAL,"establishment, point_of_interest",49.8609784,18.3203409,klub vojenske historie,czech_republic_20251111_120558,,
ChIJ4SxDSw1lDkcRHun6AaRI63o,"Klub vojenské historie Náchod, o.s.","Běloveská 851, 547 01 Náchod-Náchod 1, Czechia",603 776 961,+420 603 776 961,,,,OPERATIONAL,"establishment, point_of_interest",50.4164178,16.1700997,"klub vojenske historie, klub vojenske historie",czech_republic_20251111_120558,,
ChIJU_ONy4WTC0cR_xlav5qU908,"Klub Vojenské Historie Gardekorps, Praha","12, Čapkova 236, 140 00 Praha 4, Czechia",602 958 083,+420 602 958 083,,,,OPERATIONAL,"establishment, point_of_interest",50.0582888,14.4531989,klub vojenske historie,czech_republic_20251111_120558,,
ChIJHZ9amOqUEkcRg277iVhugz0,"Vojensko-historický klub ERIKA Brno, občanské sdružení","136, Viniční 2845, 615 00 Brno-Židenice, Czechia",603 517 932,+420 603 517 932,http://www.militaryclub.info/,,,OPERATIONAL,"establishment, point_of_interest",49.1992829,16.6481697,klub vojenske historie,czech_republic_20251111_120558,,
ChIJ3SUMNDsFdkgRcmVHObtpCDg,Military History Club,"9 Halkin St, London SW1X 7DR, UK",020 7333 8726,+44 20 7333 8726,https://militaryhistoryclub.org/,,,OPERATIONAL,"establishment, point_of_interest",51.5007552,-0.1529519,"military history club, military history club",czech_republic_20251111_120558,,
ChIJg7f4qsJaFkcRHAsTAp_QB-0,Stowarzyszenie Rekonstrukcji Historycznej Wrzesień 39,"Młyńska 7, 31-469 Kraków, Poland",,,,,,OPERATIONAL,"establishment, point_of_interest",50.08270839999999,19.9700658,"klub rekonstrukcji historycznej, rekonstrukcni skupina",poland_20251111_120558,,
ChIJq6qeyNPLHkcR_eD_r00RZfw,Stowarzyszenie Grupa Rekonstrukcji Historycznej Bluszcz,"Cegłowska 62, 01-809 Warszawa, Poland",,,,,,OPERATIONAL,"establishment, point_of_interest",52.2851164,20.9535407,klub rekonstrukcji historycznej,poland_20251111_120558,,
ChIJ4aV9WQBTEEcRjvrLCeh9MOA,Grupa Rekonstrukcji Historycznych Wiwern,"Ozimska 4/4, 45-057 Opole, Poland",,,http://wiwern.pl/,,,OPERATIONAL,"establishment, point_of_interest",50.6669414,17.9252176,"klub rekonstrukcji historycznej, rekonstrukcni skupina",poland_20251111_120558,,
ChIJf9n_bW_MHkcRJTs7XjH-TQA,Polskie Towarzystwo Historyczne,"Rynek Starego Miasta 29, 00-272 Warszawa, Poland",22 831 63 41,+48 22 831 63 41,http://www.pth.net.pl/,,,OPERATIONAL,"establishment, point_of_interest",52.249731,21.0113579,stowarzyszenie historyczne,poland_20251111_120558,,
ChIJq6p6lV0tGUcRAHgR5bbxmcc,Stowarzyszenie Historyczne Mazowsza Północnego,"Ul, Księdza Prymasa Augusta Hlonda 2B/m.97, 02-972 Warszawa, Poland",790 005 150,+48 790 005 150,http://shmp.pl/,,,OPERATIONAL,"establishment, point_of_interest",52.1614862,21.0690936,stowarzyszenie historyczne,poland_20251111_120558,,
ChIJJdq6LpIK_UYR71PRhtjgqYw,Stowarzyszenie Historyczne im. 5 Wileńskiej Brygady AK,"Fryderyka Chopina 25/2, 81-782 Sopot, Poland",504 890 870,+48 504 890 870,http://www.lupaszko.pl/,,,OPERATIONAL,"establishment, point_of_interest",54.441848,18.5678518,stowarzyszenie historyczne,poland_20251111_120558,,
